treatment,replicate,environment,sites,site_usage,norm_site_usage
c100,c100__rep_34,nand+not-,shift-r|h-alloc|set-flow|nop-A|mov-head|nop-C|IO|shift-l|if-n-equ|shift-r|nand|sub|if-label|swap|if-n-equ|if-n-equ|shift-l|shift-r|if-less|dec|h-divide|shift-r|h-alloc|IO-Sense|h-divide|shift-l|add|nop-B|get-head|add|nop-A|if-label|set-flow|h-alloc|nop-A|if-less|h-copy|get-head|pop|if-n-equ|dec|sub|sub|h-alloc|nand|nop-B|nop-B|h-alloc|h-divide|nop-A|if-label|sub|nop-C|IO-Sense|if-label|set-flow|nop-C|nop-A|nop-A|nop-B|shift-l|IO|nop-C|IO|nand|IO-Sense|dec|pop|nop-C|add|if-label|h-copy|IO|nand|IO|add|nop-B|IO-Sense|if-less|inc|h-copy|shift-r|h-alloc|inc|shift-l|shift-r|set-flow|IO-Sense|push|dec|h-search|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|15|15|15|15|15|0|0|1|14|14|14|14|0|0,0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0710900473934|0.0710900473934|0.0710900473934|0.0710900473934|0.0710900473934|0.0|0.0|0.00473933649289|0.0663507109005|0.0663507109005|0.0663507109005|0.0663507109005|0.0|0.0
c100,c100__rep_34,nand-not+,shift-r|h-alloc|set-flow|nop-A|mov-head|nop-C|IO|shift-l|if-n-equ|shift-r|nand|sub|if-label|swap|if-n-equ|if-n-equ|shift-l|shift-r|if-less|dec|h-divide|shift-r|h-alloc|IO-Sense|h-divide|shift-l|add|nop-B|get-head|add|nop-A|if-label|set-flow|h-alloc|nop-A|if-less|h-copy|get-head|pop|if-n-equ|dec|sub|sub|h-alloc|nand|nop-B|nop-B|h-alloc|h-divide|nop-A|if-label|sub|nop-C|IO-Sense|if-label|set-flow|nop-C|nop-A|nop-A|nop-B|shift-l|IO|nop-C|IO|nand|IO-Sense|dec|pop|nop-C|add|if-label|h-copy|IO|nand|IO|add|nop-B|IO-Sense|if-less|inc|h-copy|shift-r|h-alloc|inc|shift-l|shift-r|set-flow|IO-Sense|push|dec|h-search|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|15|15|15|15|15|0|0|1|14|14|14|14|0|0,0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.0|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.00473933649289|0.0710900473934|0.0710900473934|0.0710900473934|0.0710900473934|0.0710900473934|0.0|0.0|0.00473933649289|0.0663507109005|0.0663507109005|0.0663507109005|0.0663507109005|0.0|0.0
c100,c100__rep_49,nand-not+,h-alloc|jmp-head|set-flow|nop-A|swap|nand|mov-head|nop-C|shift-r|h-divide|get-head|shift-r|dec|add|get-head|swap-stk|swap|sub|if-less|shift-l|IO|pop|inc|if-n-equ|if-less|if-less|nop-C|h-divide|sub|dec|swap-stk|IO|dec|nand|add|h-search|IO|nop-C|if-n-equ|nop-A|dec|h-copy|nand|if-less|if-label|IO-Sense|add|pop|push|dec|sub|dec|get-head|IO-Sense|IO|sub|h-alloc|dec|if-less|if-less|nop-C|shift-r|IO-Sense|nop-C|swap|nop-A|h-divide|shift-r|nop-C|swap-stk|push|h-divide|IO|nop-C|pop|if-label|shift-r|dec|swap|if-label|IO-Sense|sub|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|14|14|14|14|14|14|0|0|1|13|13|13|0|0,0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0|0.0|0.00507614213198|0.0659898477157|0.0659898477157|0.0659898477157|0.0|0.0
c100,c100__rep_49,nand+not-,h-alloc|jmp-head|set-flow|nop-A|swap|nand|mov-head|nop-C|shift-r|h-divide|get-head|shift-r|dec|add|get-head|swap-stk|swap|sub|if-less|shift-l|IO|pop|inc|if-n-equ|if-less|if-less|nop-C|h-divide|sub|dec|swap-stk|IO|dec|nand|add|h-search|IO|nop-C|if-n-equ|nop-A|dec|h-copy|nand|if-less|if-label|IO-Sense|add|pop|push|dec|sub|dec|get-head|IO-Sense|IO|sub|h-alloc|dec|if-less|if-less|nop-C|shift-r|IO-Sense|nop-C|swap|nop-A|h-divide|shift-r|nop-C|swap-stk|push|h-divide|IO|nop-C|pop|if-label|shift-r|dec|swap|if-label|IO-Sense|sub|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|14|14|14|14|14|14|0|0|1|13|13|13|0|0,0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.00507614213198|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0710659898477|0.0|0.0|0.00507614213198|0.0659898477157|0.0659898477157|0.0659898477157|0.0|0.0
c100,c100__rep_50,nand-not+,h-alloc|set-flow|nop-A|mov-head|nop-C|if-label|if-label|pop|inc|get-head|swap|swap|swap-stk|get-head|IO|shift-l|nop-C|sub|if-label|swap|if-label|get-head|swap-stk|dec|nop-A|h-divide|shift-l|IO|nop-C|nop-C|sub|IO|IO|nand|IO-Sense|pop|sub|IO|if-label|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|0|1|6|6|6|6|0,0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0|0.00980392156863|0.0588235294118|0.0588235294118|0.0588235294118|0.0588235294118|0.0
c100,c100__rep_50,nand+not-,h-alloc|set-flow|nop-A|mov-head|nop-C|if-label|if-label|pop|inc|get-head|swap|swap|swap-stk|get-head|IO|shift-l|nop-C|sub|if-label|swap|if-label|get-head|swap-stk|dec|nop-A|h-divide|shift-l|IO|nop-C|nop-C|sub|IO|IO|nand|IO-Sense|pop|sub|IO|if-label|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|0|1|6|6|6|6|0,0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.0|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.00980392156863|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0686274509804|0.0|0.00980392156863|0.0588235294118|0.0588235294118|0.0588235294118|0.0588235294118|0.0
c100,c100__rep_27,nand-not+,swap-stk|h-alloc|set-flow|nop-A|nop-C|dec|nop-A|mov-head|nop-C|sub|swap-stk|h-copy|inc|nop-A|set-flow|get-head|swap|set-flow|nand|nand|h-divide|h-divide|h-copy|push|swap-stk|IO-Sense|nop-B|inc|if-n-equ|nop-C|if-label|nop-A|IO-Sense|h-divide|if-n-equ|h-copy|push|add|h-divide|push|nand|IO|push|set-flow|dec|pop|nop-C|IO|nop-B|swap-stk|nand|IO-Sense|pop|nop-C|add|dec|IO|if-less|h-divide|nand|IO|if-label|IO-Sense|nop-B|shift-r|shift-l|shift-l|swap|get-head|h-alloc|IO|nop-A|IO-Sense|swap|nop-B|h-copy|if-less|h-divide|nop-B|nop-A|h-divide|if-label|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|1|0|1|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|18|18|18|18|18|18|0|1|17|0,0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.09375|0.09375|0.09375|0.09375|0.09375|0.09375|0.0|0.00520833333333|0.0885416666667|0.0
c100,c100__rep_27,nand+not-,swap-stk|h-alloc|set-flow|nop-A|nop-C|dec|nop-A|mov-head|nop-C|sub|swap-stk|h-copy|inc|nop-A|set-flow|get-head|swap|set-flow|nand|nand|h-divide|h-divide|h-copy|push|swap-stk|IO-Sense|nop-B|inc|if-n-equ|nop-C|if-label|nop-A|IO-Sense|h-divide|if-n-equ|h-copy|push|add|h-divide|push|nand|IO|push|set-flow|dec|pop|nop-C|IO|nop-B|swap-stk|nand|IO-Sense|pop|nop-C|add|dec|IO|if-less|h-divide|nand|IO|if-label|IO-Sense|nop-B|shift-r|shift-l|shift-l|swap|get-head|h-alloc|IO|nop-A|IO-Sense|swap|nop-B|h-copy|if-less|h-divide|nop-B|nop-A|h-divide|if-label|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|1|0|1|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|18|18|18|18|18|18|0|1|17|0,0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.0|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.00520833333333|0.09375|0.09375|0.09375|0.09375|0.09375|0.09375|0.0|0.00520833333333|0.0885416666667|0.0
c100,c100__rep_15,nand+not-,set-flow|shift-l|h-alloc|if-less|shift-l|nand|if-label|if-n-equ|swap|pop|sub|set-flow|nop-A|mov-head|nop-C|IO|nand|if-n-equ|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-divide|nop-B,1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|5|5|5|5|5|5|5|4|1|0,0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0|0.0175438596491|0.0|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0701754385965|0.0175438596491|0.0
c100,c100__rep_15,nand-not+,set-flow|shift-l|h-alloc|if-less|shift-l|nand|if-label|if-n-equ|swap|pop|sub|set-flow|nop-A|mov-head|nop-C|IO|nand|if-n-equ|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-divide|nop-B,1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|5|5|5|5|5|5|5|4|1|0,0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0|0.0175438596491|0.0|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0175438596491|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0877192982456|0.0701754385965|0.0175438596491|0.0
c100,c100__rep_18,nand-not+,swap-stk|nop-B|h-alloc|pop|h-search|nand|jmp-head|h-divide|sub|swap-stk|pop|h-search|set-flow|nop-A|dec|mov-head|nop-C|h-alloc|inc|nop-B|jmp-head|pop|if-label|nop-C|nand|h-alloc|h-divide|sub|h-divide|pop|sub|sub|dec|set-flow|set-flow|dec|push|if-label|IO-Sense|IO|nop-C|swap-stk|set-flow|if-label|nop-A|mov-head|swap|h-search|swap-stk|nand|nop-B|shift-r|get-head|inc|sub|shift-l|IO-Sense|IO-Sense|get-head|IO|nop-C|if-less|push|IO|h-divide|push|swap|set-flow|h-alloc|IO-Sense|add|nop-A|if-label|add|if-less|sub|IO|if-less|if-less|push|IO-Sense|nand|IO-Sense|pop|h-copy|nop-C|nop-C|sub|IO|h-search|shift-r|h-alloc|get-head|inc|h-search|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18|18|18|18|0|1|17|17|17|17|0,0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.08|0.08|0.08|0.08|0.0|0.00444444444444|0.0755555555556|0.0755555555556|0.0755555555556|0.0755555555556|0.0
c100,c100__rep_18,nand+not-,swap-stk|nop-B|h-alloc|pop|h-search|nand|jmp-head|h-divide|sub|swap-stk|pop|h-search|set-flow|nop-A|dec|mov-head|nop-C|h-alloc|inc|nop-B|jmp-head|pop|if-label|nop-C|nand|h-alloc|h-divide|sub|h-divide|pop|sub|sub|dec|set-flow|set-flow|dec|push|if-label|IO-Sense|IO|nop-C|swap-stk|set-flow|if-label|nop-A|mov-head|swap|h-search|swap-stk|nand|nop-B|shift-r|get-head|inc|sub|shift-l|IO-Sense|IO-Sense|get-head|IO|nop-C|if-less|push|IO|h-divide|push|swap|set-flow|h-alloc|IO-Sense|add|nop-A|if-label|add|if-less|sub|IO|if-less|if-less|push|IO-Sense|nand|IO-Sense|pop|h-copy|nop-C|nop-C|sub|IO|h-search|shift-r|h-alloc|get-head|inc|h-search|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18|18|18|18|0|1|17|17|17|17|0,0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.0|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.00444444444444|0.08|0.08|0.08|0.08|0.0|0.00444444444444|0.0755555555556|0.0755555555556|0.0755555555556|0.0755555555556|0.0
