treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
baseline-unrestricted,27,26000,nand+not-,3600,7.816899,3238,0,0,0,0,349,0,0,0,0,13,0,0,0,0,0
baseline-unrestricted,27,27000,nand+not-,3600,7.835966,3522,0,0,0,0,67,0,0,0,0,11,0,0,0,0,0
baseline-unrestricted,27,28000,nand+not-,3600,7.815177,3486,0,0,0,0,108,0,0,0,0,6,0,0,0,0,0
baseline-unrestricted,27,29000,nand+not-,3600,7.842806,3515,0,0,0,0,53,0,0,0,0,32,0,0,0,0,0
baseline-unrestricted,27,3000,nand+not-,3597,7.820353,3531,0,0,0,0,65,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,27,30000,nand+not-,3599,7.826693,3581,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,31000,nand+not-,3600,7.807272,3590,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,32000,nand+not-,3599,7.856198,3358,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,33000,nand+not-,3600,7.821653,3256,0,0,0,0,337,0,0,0,0,7,0,0,0,0,0
baseline-unrestricted,27,34000,nand+not-,3599,7.814437,3512,0,0,0,0,86,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,27,35000,nand+not-,3599,7.842297,3589,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,36000,nand+not-,3600,7.844843,3557,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,37000,nand+not-,3599,7.841899,3511,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,27,38000,nand+not-,3600,7.810986,3501,0,0,0,0,98,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,27,39000,nand+not-,3598,7.830692,3206,0,0,0,0,344,0,0,0,0,46,0,0,0,0,2
baseline-unrestricted,27,4000,nand+not-,3599,7.829629,3469,0,0,0,0,119,0,0,0,0,11,0,0,0,0,0
baseline-unrestricted,27,40000,nand+not-,3600,7.834990,2972,0,0,0,0,427,0,0,0,0,164,0,0,0,0,37
baseline-unrestricted,27,41000,nand+not-,3567,7.819265,2444,0,0,0,0,525,0,0,0,0,583,0,0,0,0,15
baseline-unrestricted,27,42000,nand+not-,3582,7.800770,1361,0,0,0,0,593,0,0,0,0,1594,0,0,0,0,34
baseline-unrestricted,27,43000,nand+not-,3538,7.767629,1115,0,0,0,0,1161,0,0,0,0,1113,0,0,0,0,149
baseline-unrestricted,27,44000,nand+not-,3421,7.687119,821,5,0,0,2,1455,0,0,0,0,1069,0,0,0,0,69
baseline-unrestricted,27,45000,nand+not-,3482,7.722947,1018,0,0,0,0,1172,0,0,0,0,1266,1,0,0,0,25
baseline-unrestricted,27,46000,nand+not-,3433,7.716420,1029,1,0,0,0,1253,0,0,0,0,1115,0,0,0,0,35
baseline-unrestricted,27,47000,nand+not-,3461,7.743813,1012,0,0,0,0,1449,0,0,0,0,965,0,0,0,0,35
baseline-unrestricted,27,48000,nand+not-,3446,7.697559,986,0,0,0,0,1443,0,0,0,0,947,10,0,0,0,60
baseline-unrestricted,27,49000,nand+not-,3433,7.678641,893,0,0,0,0,1198,0,0,0,1,1294,0,0,0,0,47
baseline-unrestricted,27,5000,nand+not-,3599,7.804134,3459,0,0,0,0,115,0,0,0,0,23,0,0,0,0,2
baseline-unrestricted,27,50000,nand+not-,3401,7.703606,911,0,0,0,1,1232,0,0,0,0,1195,14,0,0,0,48
baseline-unrestricted,27,51000,nand+not-,3409,7.708997,944,0,0,0,2,1333,0,0,0,0,1078,1,0,0,0,51
baseline-unrestricted,27,52000,nand+not-,3458,7.722693,893,0,0,0,0,1667,0,0,0,0,860,0,0,0,3,35
baseline-unrestricted,27,53000,nand+not-,3466,7.732885,778,0,0,0,0,1649,0,0,0,0,956,28,0,0,0,55
baseline-unrestricted,27,54000,nand+not-,3462,7.774481,835,0,0,0,1,1503,0,0,0,0,1072,4,0,0,1,46
baseline-unrestricted,27,55000,nand+not-,3449,7.759354,1181,0,0,0,0,1397,0,0,0,0,848,4,0,0,0,19
baseline-unrestricted,27,56000,nand+not-,3509,7.775782,1196,0,0,0,0,1332,0,0,0,0,958,0,0,0,0,23
baseline-unrestricted,27,57000,nand+not-,3522,7.791403,1422,0,0,0,0,1041,0,0,0,0,1042,0,0,0,0,17
baseline-unrestricted,27,58000,nand+not-,3434,7.743483,1194,0,0,0,0,1365,0,0,0,0,868,0,0,0,0,7
baseline-unrestricted,27,59000,nand+not-,3460,7.740514,1048,0,0,0,0,1238,0,0,4,0,1144,0,0,0,0,26
baseline-unrestricted,27,6000,nand+not-,3598,7.824193,3510,0,0,0,0,83,0,0,0,0,5,0,0,0,0,0
baseline-unrestricted,27,60000,nand+not-,3464,7.779052,847,0,0,0,0,1150,0,0,0,0,1412,0,0,0,0,55
baseline-unrestricted,27,61000,nand+not-,3434,7.791779,815,0,0,0,0,1753,0,0,0,0,834,0,0,0,0,32
baseline-unrestricted,27,62000,nand+not-,3458,7.791799,766,0,0,0,0,1611,0,0,0,0,1061,0,0,0,0,20
baseline-unrestricted,27,63000,nand+not-,3467,7.756415,746,0,0,0,0,1622,0,0,0,0,1034,0,0,0,0,65
baseline-unrestricted,27,64000,nand+not-,3495,7.803500,853,0,0,0,0,1257,0,0,0,0,1356,0,0,0,0,29
baseline-unrestricted,27,65000,nand+not-,3451,7.774522,793,0,0,0,0,1251,0,0,0,0,1392,0,0,0,0,15
baseline-unrestricted,27,66000,nand+not-,3388,7.790570,813,210,0,0,1,681,0,0,0,0,1667,1,0,0,0,15
baseline-unrestricted,27,67000,nand+not-,3412,7.750667,895,73,0,0,0,1548,0,0,0,0,889,0,0,0,0,7
baseline-unrestricted,27,68000,nand+not-,3382,7.731217,856,0,0,0,1,1444,0,0,0,0,1075,0,0,0,0,6
baseline-unrestricted,27,69000,nand+not-,3434,7.762574,910,0,0,0,0,1302,0,0,0,0,1205,0,0,0,0,17
baseline-unrestricted,27,7000,nand+not-,3600,7.821014,3474,0,0,0,0,125,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,27,70000,nand+not-,3356,7.714538,730,0,0,0,1,1198,0,0,0,0,1406,0,0,0,0,21
baseline-unrestricted,27,71000,nand+not-,3431,7.747318,784,0,0,0,0,1224,0,0,0,0,1083,1,0,0,0,339
baseline-unrestricted,27,72000,nand+not-,3410,7.746655,799,2,0,0,0,1018,0,0,0,0,1227,0,0,15,0,349
baseline-unrestricted,27,73000,nand+not-,3452,7.761569,792,0,0,0,1,1476,0,0,0,0,1137,0,0,0,0,46
baseline-unrestricted,27,74000,nand+not-,3457,7.815515,787,0,0,0,1,1203,0,0,0,0,1414,0,0,0,0,52
baseline-unrestricted,27,75000,nand+not-,3437,7.811313,731,0,0,0,0,1461,0,0,0,0,1219,0,0,0,0,26
baseline-unrestricted,27,76000,nand+not-,3486,7.855268,869,0,0,0,0,1541,0,0,0,0,1025,0,0,0,0,51
baseline-unrestricted,27,77000,nand+not-,3472,7.827965,1025,0,0,0,0,1424,0,0,0,0,979,0,0,0,0,44
baseline-unrestricted,27,78000,nand+not-,3457,7.854621,874,0,0,0,0,1614,0,0,0,0,952,0,0,0,0,17
baseline-unrestricted,27,79000,nand+not-,3403,7.833444,736,0,0,0,0,1563,0,0,0,0,1092,0,0,0,0,12
baseline-unrestricted,27,8000,nand+not-,3600,7.816960,3269,0,0,0,0,323,0,0,0,0,5,0,0,0,0,3
baseline-unrestricted,27,80000,nand+not-,3419,7.836444,780,0,0,0,0,1296,0,0,0,0,1337,0,0,0,0,6
baseline-unrestricted,27,81000,nand+not-,3468,7.828260,991,1171,0,0,5,331,0,0,0,0,964,5,0,0,0,1
baseline-unrestricted,27,82000,nand+not-,3420,7.857098,922,1317,0,0,3,626,0,0,0,0,438,106,0,0,0,8
baseline-unrestricted,27,83000,nand+not-,3426,7.833757,835,883,0,0,1,614,0,0,0,0,953,127,0,0,4,9
baseline-unrestricted,27,84000,nand+not-,3488,7.848300,910,1167,1,0,0,721,0,0,0,0,388,282,0,0,0,19
baseline-unrestricted,27,85000,nand+not-,3380,7.865867,741,718,0,0,3,547,0,0,0,0,878,288,0,0,0,205
baseline-unrestricted,27,86000,nand+not-,3434,7.873569,822,1126,0,0,9,464,0,0,0,0,855,142,0,0,0,16
baseline-unrestricted,27,87000,nand+not-,3470,7.926605,830,1191,0,0,10,604,0,0,0,0,701,119,0,0,0,15
baseline-unrestricted,27,88000,nand+not-,3418,7.908763,808,982,0,0,4,398,0,0,0,0,1050,151,0,0,0,25
baseline-unrestricted,27,89000,nand+not-,3447,7.886148,824,1771,0,0,8,127,0,0,0,0,707,3,0,0,2,5
baseline-unrestricted,27,9000,nand+not-,3598,7.817817,3350,0,0,0,0,236,0,0,0,0,12,0,0,0,0,0
baseline-unrestricted,27,90000,nand+not-,3428,7.898674,914,1396,0,0,4,93,0,0,0,0,715,292,0,0,0,14
baseline-unrestricted,27,91000,nand+not-,3413,7.904051,908,1174,0,0,6,36,0,0,0,0,1245,12,0,0,0,32
baseline-unrestricted,27,92000,nand+not-,3379,7.921500,819,1225,0,0,1,387,0,0,0,0,316,621,0,0,0,10
baseline-unrestricted,27,93000,nand+not-,3372,7.890108,871,1054,0,0,0,669,0,0,0,0,166,600,0,0,0,12
baseline-unrestricted,27,94000,nand+not-,3395,7.878879,826,547,0,0,0,1224,0,0,0,0,712,78,0,0,0,8
baseline-unrestricted,27,95000,nand+not-,3363,7.913581,865,973,0,0,4,468,0,0,0,0,1016,6,0,0,0,31
baseline-unrestricted,27,96000,nand+not-,3440,7.985260,870,1179,0,0,5,533,0,0,0,0,482,321,0,0,0,50
baseline-unrestricted,27,97000,nand+not-,3411,7.940434,799,782,1,0,2,646,0,0,0,0,1092,55,0,0,0,34
baseline-unrestricted,27,98000,nand+not-,3425,7.913958,793,833,0,0,3,990,0,3,0,0,732,2,0,0,1,68
baseline-unrestricted,27,99000,nand+not-,3304,7.915781,727,945,0,0,9,488,0,0,0,0,1110,4,0,0,1,20
baseline-unrestricted,50,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,1000,nand+not-,3596,7.858087,3588,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,10000,nand+not-,3597,7.794676,3519,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,100000,nand+not-,3410,7.765735,797,1154,0,0,10,481,0,0,6,0,549,411,0,0,0,2
baseline-unrestricted,50,11000,nand+not-,3597,7.816273,3571,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,12000,nand+not-,3598,7.830063,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,13000,nand+not-,3598,7.823618,3524,0,0,0,0,68,0,0,0,0,6,0,0,0,0,0
baseline-unrestricted,50,14000,nand+not-,3599,7.836503,3240,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,15000,nand+not-,3599,7.813776,3324,0,0,0,0,273,0,0,0,0,2,0,0,0,0,0
baseline-unrestricted,50,16000,nand+not-,3599,7.830088,3510,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,50,17000,nand+not-,3600,7.843746,3485,0,0,0,0,93,0,0,0,0,22,0,0,0,0,0
baseline-unrestricted,50,18000,nand+not-,3596,7.847693,3479,0,0,0,0,108,0,0,0,0,9,0,0,0,0,0
baseline-unrestricted,50,19000,nand+not-,3556,7.872804,2729,0,0,0,0,466,0,0,0,0,360,0,0,0,0,1
baseline-unrestricted,50,2000,nand+not-,3598,7.874043,3523,0,0,0,0,74,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,50,20000,nand+not-,3594,7.849625,2804,0,0,0,0,524,0,0,0,0,266,0,0,0,0,0
baseline-unrestricted,50,21000,nand+not-,3573,7.816321,1922,0,0,0,0,616,0,0,0,0,1033,0,0,0,0,2
baseline-unrestricted,50,22000,nand+not-,3599,7.859856,3132,0,0,0,0,334,0,0,0,0,125,0,0,0,0,8
baseline-unrestricted,50,23000,nand+not-,3600,7.857855,3189,0,0,0,0,319,0,0,0,0,92,0,0,0,0,0
baseline-unrestricted,50,24000,nand+not-,3599,7.881216,3364,0,0,0,0,217,0,0,0,0,18,0,0,0,0,0
baseline-unrestricted,50,25000,nand+not-,3600,7.865999,2763,0,0,0,0,725,0,0,0,0,111,0,0,0,0,1
baseline-unrestricted,50,26000,nand+not-,3598,7.845610,2352,0,0,0,0,998,0,0,0,0,243,0,0,0,0,5
baseline-unrestricted,50,27000,nand+not-,3517,7.764591,1335,0,0,0,0,991,0,0,0,0,1181,0,0,0,0,10
baseline-unrestricted,50,28000,nand+not-,3467,7.742586,946,0,0,0,0,1052,0,0,0,0,1449,0,0,0,0,20
baseline-unrestricted,50,29000,nand+not-,3454,7.722680,804,0,0,0,0,1107,0,0,0,0,1517,0,0,0,0,26
baseline-unrestricted,50,3000,nand+not-,3600,7.845523,3580,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0
baseline-unrestricted,50,30000,nand+not-,3482,7.735386,813,0,0,0,0,1113,0,0,0,0,1536,0,0,0,0,20
baseline-unrestricted,50,31000,nand+not-,3490,7.746169,806,0,0,0,0,1320,0,0,0,0,1343,0,0,0,0,21
baseline-unrestricted,50,32000,nand+not-,3471,7.698679,809,6,0,0,0,1664,0,0,0,0,887,0,0,0,0,105
baseline-unrestricted,50,33000,nand+not-,3433,7.732022,817,0,0,0,0,1361,0,0,0,0,1227,0,0,0,0,28
baseline-unrestricted,50,34000,nand+not-,3510,7.740555,887,0,0,0,0,1473,0,0,0,0,1137,0,0,0,0,13
baseline-unrestricted,50,35000,nand+not-,3452,7.728614,762,0,0,0,0,1445,0,0,0,0,1242,0,0,0,0,3
baseline-unrestricted,50,36000,nand+not-,3430,7.644944,896,0,0,0,0,1254,0,0,0,0,1270,0,0,0,0,10
baseline-unrestricted,50,37000,nand+not-,3390,7.665944,849,0,0,0,0,1392,0,0,0,0,1121,0,0,0,0,28
baseline-unrestricted,50,38000,nand+not-,3429,7.687903,831,0,0,0,0,1276,0,0,0,0,1314,0,0,0,0,8
baseline-unrestricted,50,39000,nand+not-,3475,7.703516,848,0,0,0,0,1782,0,0,0,0,830,0,0,0,0,15
baseline-unrestricted,50,4000,nand+not-,3598,7.831235,3444,0,0,0,0,122,0,0,0,0,32,0,0,0,0,0
baseline-unrestricted,50,40000,nand+not-,3492,7.706220,881,0,0,0,0,1239,0,0,0,0,1365,0,0,0,0,7
baseline-unrestricted,50,41000,nand+not-,3479,7.671232,837,0,0,0,0,1352,0,0,0,0,1266,0,0,0,0,24
baseline-unrestricted,50,42000,nand+not-,3460,7.641312,838,1,0,0,0,1374,0,0,0,0,1235,0,0,0,0,12
baseline-unrestricted,50,43000,nand+not-,3421,7.677179,850,0,0,0,0,1291,0,0,0,0,1245,0,0,0,0,35
baseline-unrestricted,50,44000,nand+not-,3468,7.666486,722,0,0,0,0,1800,0,0,0,0,937,0,0,0,0,9
baseline-unrestricted,50,45000,nand+not-,3486,7.691050,728,0,0,0,0,1468,0,0,0,0,1249,0,0,0,0,41
baseline-unrestricted,50,46000,nand+not-,3449,7.669604,691,0,0,0,0,1678,0,0,0,0,1068,0,0,0,0,12
baseline-unrestricted,50,47000,nand+not-,3506,7.695635,737,0,0,0,0,1606,0,0,0,0,1144,0,0,0,0,19
baseline-unrestricted,50,48000,nand+not-,3482,7.700921,723,0,0,0,0,1989,0,0,0,0,758,0,0,0,0,12
baseline-unrestricted,50,49000,nand+not-,3458,7.669690,713,1,0,0,0,1557,0,0,0,0,1178,0,0,0,0,9
baseline-unrestricted,50,5000,nand+not-,3598,7.808555,3505,0,0,0,0,85,0,0,0,0,8,0,0,0,0,0
baseline-unrestricted,50,50000,nand+not-,3434,7.655930,791,0,0,0,0,1573,0,0,0,0,1068,0,0,0,0,2
baseline-unrestricted,50,51000,nand+not-,3408,7.655933,763,0,0,0,0,1274,0,0,0,0,1365,4,0,0,0,2
baseline-unrestricted,50,52000,nand+not-,3387,7.641649,685,0,0,0,0,1650,0,0,0,0,1046,0,0,0,0,6
baseline-unrestricted,50,53000,nand+not-,3434,7.684432,720,0,0,0,0,1577,0,0,0,0,1125,0,0,0,0,12
baseline-unrestricted,50,54000,nand+not-,3405,7.686595,673,1,0,0,0,1156,0,0,0,0,1558,2,0,0,0,15
baseline-unrestricted,50,55000,nand+not-,3468,7.734157,803,0,0,0,0,1554,0,0,0,0,1084,0,0,0,0,27
baseline-unrestricted,50,56000,nand+not-,3465,7.728444,820,0,0,0,0,1505,0,0,0,0,1120,0,0,0,0,20
baseline-unrestricted,50,57000,nand+not-,3424,7.729726,709,0,0,0,2,1448,0,0,0,0,1251,2,0,0,2,10
baseline-unrestricted,50,58000,nand+not-,3434,7.726977,769,53,2,0,4,1517,0,0,1,0,1071,2,0,0,7,8
baseline-unrestricted,50,59000,nand+not-,3463,7.787534,785,10,0,0,1,1318,0,0,0,0,1292,39,0,0,0,18
baseline-unrestricted,50,6000,nand+not-,3598,7.832981,3562,0,0,0,0,26,0,0,0,0,10,0,0,0,0,0
baseline-unrestricted,50,60000,nand+not-,3449,7.726593,748,5,0,0,0,1620,0,0,0,0,1039,23,0,0,0,14
baseline-unrestricted,50,61000,nand+not-,3401,7.717211,710,0,0,0,0,2056,0,0,0,0,612,0,0,0,0,23
baseline-unrestricted,50,62000,nand+not-,3428,7.746944,746,332,0,0,1,1192,0,0,0,0,1136,0,0,0,0,21
baseline-unrestricted,50,63000,nand+not-,3468,7.785673,765,3,0,0,0,1454,0,0,0,0,1144,2,0,0,0,100
baseline-unrestricted,50,64000,nand+not-,3424,7.884861,783,0,0,0,0,1464,0,0,0,0,1077,0,0,0,1,99
baseline-unrestricted,50,65000,nand+not-,3399,7.770243,882,0,0,0,0,1494,0,0,0,0,1000,0,0,0,0,23
baseline-unrestricted,50,66000,nand+not-,3378,7.769813,863,0,0,0,0,1442,0,0,0,0,1063,0,0,0,0,10
baseline-unrestricted,50,67000,nand+not-,3388,7.735264,783,0,0,0,0,1317,0,0,0,0,1244,0,0,0,0,44
baseline-unrestricted,50,68000,nand+not-,3382,7.785596,692,0,0,0,0,1047,0,0,0,0,1544,90,0,0,0,9
baseline-unrestricted,50,69000,nand+not-,3448,7.846751,748,0,0,0,0,1317,0,0,0,0,1283,77,0,0,0,23
baseline-unrestricted,50,7000,nand+not-,3600,7.839344,3548,0,0,0,0,44,0,0,0,0,2,0,0,0,0,6
baseline-unrestricted,50,70000,nand+not-,3408,7.774858,866,0,0,0,0,1405,0,0,0,0,1092,3,0,0,0,42
baseline-unrestricted,50,71000,nand+not-,3419,7.823170,737,0,0,0,0,1657,0,0,0,0,1000,0,0,0,0,25
baseline-unrestricted,50,72000,nand+not-,3375,7.846930,751,0,0,0,0,1441,0,0,0,0,1177,0,0,0,0,6
baseline-unrestricted,50,73000,nand+not-,3436,7.869030,733,0,0,0,0,1413,0,0,0,0,1269,0,0,0,0,21
baseline-unrestricted,50,74000,nand+not-,3456,7.874382,769,0,0,0,0,1646,0,0,0,0,1008,0,0,0,0,33
baseline-unrestricted,50,75000,nand+not-,3376,7.844119,663,0,0,0,0,1256,0,0,0,0,1358,0,0,0,0,99
baseline-unrestricted,50,76000,nand+not-,3424,7.858916,918,0,0,0,0,1569,0,0,0,0,926,0,0,0,0,11
baseline-unrestricted,50,77000,nand+not-,3360,7.837198,758,12,0,0,0,1483,0,0,0,0,1099,0,0,0,0,8
baseline-unrestricted,50,78000,nand+not-,3417,7.865189,776,0,0,0,0,1360,0,0,0,0,1266,0,0,0,0,15
baseline-unrestricted,50,79000,nand+not-,3436,7.830612,766,206,0,0,3,1515,0,0,0,0,864,65,0,0,0,17
baseline-unrestricted,50,8000,nand+not-,3599,7.842295,3584,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,50,80000,nand+not-,3425,7.854092,858,1131,0,0,9,221,0,0,0,0,1142,52,0,0,0,12
baseline-unrestricted,50,81000,nand+not-,3418,7.850671,796,1171,0,0,12,156,0,0,0,0,843,420,0,0,0,20
baseline-unrestricted,50,82000,nand+not-,3501,7.842529,877,826,0,0,4,1125,0,0,0,0,473,177,0,0,0,19
baseline-unrestricted,50,83000,nand+not-,3417,7.752312,872,1089,0,0,4,822,0,0,0,0,531,93,0,0,0,6
baseline-unrestricted,50,84000,nand+not-,3453,7.808502,822,1224,0,0,10,342,0,0,0,0,677,370,0,0,0,8
baseline-unrestricted,50,85000,nand+not-,3468,7.819549,807,334,0,0,10,1049,0,0,0,0,695,527,0,0,2,44
baseline-unrestricted,50,86000,nand+not-,3465,7.787558,846,1406,0,0,11,225,0,0,0,0,745,228,0,0,0,4
baseline-unrestricted,50,87000,nand+not-,3408,7.815099,720,601,0,0,5,1147,0,0,0,0,743,179,0,0,0,13
baseline-unrestricted,50,88000,nand+not-,3438,7.845419,747,621,0,0,6,1037,0,0,0,0,856,126,0,0,1,44
baseline-unrestricted,50,89000,nand+not-,3368,7.790364,763,638,0,0,3,803,0,0,0,0,820,312,0,0,0,29
baseline-unrestricted,50,9000,nand+not-,3596,7.837545,3538,0,0,0,0,54,0,0,0,0,4,0,0,0,0,0
baseline-unrestricted,50,90000,nand+not-,3362,7.841468,757,1229,0,0,12,49,0,0,0,0,1225,73,0,0,2,15
baseline-unrestricted,50,91000,nand+not-,3415,7.873119,788,710,0,0,7,753,0,0,0,0,870,194,0,11,1,81
baseline-unrestricted,50,92000,nand+not-,3358,7.886504,776,1282,0,0,20,153,0,0,0,0,888,217,0,0,2,20
baseline-unrestricted,50,93000,nand+not-,3371,7.889167,755,1076,0,0,14,243,0,0,0,0,1111,153,0,0,0,19
baseline-unrestricted,50,94000,nand+not-,3408,7.811807,791,1177,0,3,18,850,0,0,0,0,209,279,0,0,1,80
baseline-unrestricted,50,95000,nand+not-,3422,7.824531,812,1404,0,0,17,99,0,0,0,0,690,394,0,0,0,6
baseline-unrestricted,50,96000,nand+not-,3450,7.891850,818,1551,0,0,17,70,0,0,0,0,728,263,0,0,0,3
baseline-unrestricted,50,97000,nand+not-,3409,7.824636,819,1211,0,0,9,170,0,0,0,0,624,563,0,0,0,13
baseline-unrestricted,50,98000,nand+not-,3450,7.763786,827,1476,0,0,18,173,0,0,0,0,690,258,0,0,0,8
baseline-unrestricted,50,99000,nand+not-,3401,7.783352,807,1419,0,0,12,125,0,0,1,0,1023,8,0,0,0,6
baseline-unrestricted,49,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baseline-unrestricted,49,1000,nand+not-,3595,7.872489,3592,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
baseline-unrestricted,49,10000,nand+not-,3599,7.811629,3350,0,0,0,0,162,0,0,0,0,87,0,0,0,0,0
baseline-unrestricted,49,100000,nand+not-,3387,7.852550,784,1066,0,0,4,30,0,0,0,0,1479,3,0,0,0,21
baseline-unrestricted,49,11000,nand+not-,3600,7.806652,3084,0,0,0,0,480,0,0,0,0,35,0,0,0,0,1
baseline-unrestricted,49,12000,nand+not-,3598,7.796660,2701,0,0,0,0,795,0,0,0,0,98,0,0,0,0,4
baseline-unrestricted,49,13000,nand+not-,3599,7.815593,3007,0,0,0,0,457,0,0,0,0,135,0,0,0,0,0
baseline-unrestricted,49,14000,nand+not-,3599,7.817929,2588,0,0,0,0,843,0,0,0,0,155,0,0,0,0,13
baseline-unrestricted,49,15000,nand+not-,3600,7.808208,2584,14,0,0,0,886,0,0,0,0,114,0,0,0,0,2
baseline-unrestricted,49,16000,nand+not-,3597,7.803455,2073,0,0,0,0,1261,0,0,0,0,244,0,0,0,0,19
baseline-unrestricted,49,17000,nand+not-,3599,7.784354,1954,0,0,0,0,1355,0,0,0,0,253,0,0,0,0,37
baseline-unrestricted,49,18000,nand+not-,3600,7.818231,2054,0,0,0,0,1232,0,0,0,0,270,0,0,0,0,44
baseline-unrestricted,49,19000,nand+not-,3591,7.873588,1723,7,0,0,0,1219,0,0,0,0,539,9,0,0,0,94
baseline-unrestricted,49,2000,nand+not-,3595,7.822944,3573,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0
baseline-unrestricted,49,20000,nand+not-,3597,7.877782,1784,61,0,0,0,1250,0,0,0,0,439,0,0,0,0,63
baseline-unrestricted,49,21000,nand+not-,3599,7.845887,1795,167,0,0,1,1225,0,0,0,0,351,0,0,0,0,60
baseline-unrestricted,49,22000,nand+not-,3582,7.864416,1312,308,0,0,10,1373,0,0,0,0,520,0,0,0,0,59
baseline-unrestricted,49,23000,nand+not-,3447,7.811188,1143,241,0,0,9,1160,0,0,0,0,824,0,0,0,0,70
baseline-unrestricted,49,24000,nand+not-,3427,7.900069,855,53,0,0,2,1613,0,0,0,0,792,0,0,0,0,112
baseline-unrestricted,49,25000,nand+not-,3452,7.875442,809,0,0,0,0,1803,0,0,0,0,821,0,0,0,0,19
baseline-unrestricted,49,26000,nand+not-,3408,7.842574,710,2,0,0,0,1378,0,0,0,0,1276,0,0,0,0,42
baseline-unrestricted,49,27000,nand+not-,3441,7.838947,681,882,0,0,2,553,0,0,0,0,1212,0,0,0,0,111
baseline-unrestricted,49,28000,nand+not-,3442,7.853403,669,871,0,0,6,907,0,0,0,0,653,301,0,0,0,35
baseline-unrestricted,49,29000,nand+not-,3393,7.849773,694,753,0,0,2,715,0,0,0,0,1210,3,0,0,0,16
baseline-unrestricted,49,3000,nand+not-,3598,7.843497,3543,0,0,0,0,53,0,0,0,0,2,0,0,0,0,0
baseline-unrestricted,49,30000,nand+not-,3403,7.870346,692,756,0,0,1,567,0,0,0,0,1381,0,0,0,0,6
baseline-unrestricted,49,31000,nand+not-,3404,7.822268,662,895,0,0,1,753,0,0,0,0,1090,1,0,0,0,2
baseline-unrestricted,49,32000,nand+not-,3432,7.881506,667,666,0,0,1,1048,0,0,0,0,928,83,0,0,3,36
baseline-unrestricted,49,33000,nand+not-,3478,7.872493,675,1537,0,0,2,275,0,0,0,0,730,240,0,0,0,19
baseline-unrestricted,49,34000,nand+not-,3463,7.877279,762,1316,0,0,1,338,0,0,0,0,938,87,0,0,0,21
baseline-unrestricted,49,35000,nand+not-,3488,7.838123,655,1650,0,0,1,287,0,0,0,0,827,36,0,0,0,32
baseline-unrestricted,49,36000,nand+not-,3451,7.852403,732,1430,0,0,1,383,0,0,0,0,775,108,0,0,0,22
baseline-unrestricted,49,37000,nand+not-,3457,7.906072,663,1775,0,0,2,133,0,0,0,0,656,199,0,0,0,29
baseline-unrestricted,49,38000,nand+not-,3470,7.880040,770,1563,0,0,2,263,0,0,0,0,653,181,0,0,0,38
baseline-unrestricted,49,39000,nand+not-,3419,7.847827,739,1387,0,0,1,92,0,0,0,0,1168,18,0,0,0,14
baseline-unrestricted,49,4000,nand+not-,3598,7.792787,3548,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0
baseline-unrestricted,49,40000,nand+not-,3449,7.889628,789,1387,0,0,4,582,0,0,0,0,661,18,0,0,0,8
baseline-unrestricted,49,41000,nand+not-,3391,7.864616,725,1276,0,0,7,354,0,0,0,0,895,117,0,0,0,17
baseline-unrestricted,49,42000,nand+not-,3418,7.830932,734,756,0,0,5,797,0,0,0,0,1097,12,0,0,1,16
baseline-unrestricted,49,43000,nand+not-,3453,7.890071,770,1212,0,0,1,329,0,0,0,0,1126,1,0,0,0,14
baseline-unrestricted,49,44000,nand+not-,3437,7.876073,767,1482,0,0,4,111,0,0,0,0,1035,26,0,0,0,12
